edge_floor_pct,prob_floor_pct,window_n,window_roi_pct,window_ci_low,window_ci_high,window_abs_return,window_thin,pre_n,pre_roi_pct,pre_ci_low,pre_ci_high,pre_abs_return,pre_thin
5,35,945,4.6,-5.2,14.4,43.1,0,2241,-1.4,-7.2,4.3,-31.6,0
5,36,941,4.6,-5.2,14.4,43.6,0,2231,-1.7,-7.4,4.1,-37.5,0
5,37,920,5.1,-4.8,15,47,0,2181,-1.8,-7.6,3.9,-40,0
5,38,886,5.5,-4.6,15.6,48.8,0,2104,-1.8,-7.6,4.1,-37.1,0
5,39,836,8,-2.4,18.4,66.8,0,2015,-3.3,-9.2,2.5,-66.9,0
5,40,808,8.9,-1.6,19.5,72.1,0,1929,-3.1,-9,2.8,-60,0
5,41,765,8.4,-2.4,19.3,64.6,0,1844,-3.1,-9.1,2.9,-57.7,0
5,42,721,10.1,-1.1,21.2,72.5,0,1773,-4.1,-10.2,2,-72.3,0
5,43,700,11.4,0,22.7,79.6,0,1671,-2.1,-8.3,4.2,-35,0
5,44,652,11.2,-0.5,23,73.3,0,1591,-2.5,-8.9,3.8,-40.5,0
5,45,617,12.8,0.6,24.9,78.9,0,1509,-2.2,-8.7,4.3,-32.8,0
5,46,586,8.7,-1.4,18.8,51.1,0,1411,-1.8,-8.4,4.9,-25.3,0
5,47,548,8.2,-2.1,18.5,45,0,1328,-3.6,-10.4,3.1,-48.2,0
5,48,517,11.5,0.9,22.2,59.6,0,1248,-3.1,-10,3.8,-38.4,0
5,49,488,12.5,1.6,23.4,61.1,0,1164,-3.5,-10.7,3.6,-41.1,0
5,50,457,13.2,2,24.5,60.5,0,1094,-3.7,-11,3.6,-40.6,0
5,51,427,7.6,-3.6,18.8,32.5,0,1013,-2.1,-9.7,5.5,-21.4,0
5,52,388,6.7,-5,18.4,26.1,0,940,-0.7,-8.6,7.2,-6.6,0
5,53,359,6.2,-5.8,18.2,22.2,0,871,1,-7.2,9.2,8.4,0
5,54,329,6.4,-6,18.7,20.9,0,805,1.9,-6.6,10.4,15.1,0
5,55,302,7.8,-5.1,20.7,23.5,0,727,3,-5.9,12,22.1,0
5,56,281,6.6,-6.6,19.8,18.5,0,662,1.4,-7.8,10.6,9.2,0
5,57,259,4.1,-9.4,17.7,10.7,0,608,-0.1,-9.4,9.1,-0.8,0
5,58,233,6.1,-8.2,20.3,14.1,0,559,-1.9,-11.5,7.8,-10.4,0
5,59,205,7.5,-7.2,22.2,15.4,0,510,-3.6,-13.6,6.4,-18.2,0
5,60,191,7.1,-7.5,21.6,13.5,0,478,-3.8,-14,6.3,-18.4,0
5,61,169,8,-7.3,23.3,13.5,0,427,-7.7,-18.1,2.7,-32.8,0
5,62,149,8,-8.1,24.2,12,0,387,-7.5,-18.4,3.3,-29.2,0
5,63,131,12,-5.1,29.1,15.7,0,345,-7.6,-18.8,3.7,-26.1,0
5,64,118,11.1,-6.6,28.8,13.1,0,301,-5.5,-17.5,6.6,-16.4,0
5,65,105,14.2,-4.6,32.9,14.9,0,269,-7.7,-19.7,4.4,-20.6,0
6,35,837,5.5,-5.2,16.1,45.7,0,1970,-2.4,-8.6,3.8,-47,0
6,36,834,5.4,-5.3,16.1,45.2,0,1961,-2.6,-8.8,3.6,-50.5,0
6,37,816,5.6,-5.2,16.3,45.6,0,1922,-2.6,-8.8,3.6,-50.3,0
6,38,786,6.8,-4.2,17.7,53.3,0,1862,-2.6,-8.8,3.7,-48,0
6,39,739,9.2,-2.1,20.6,68.2,0,1786,-4,-10.3,2.3,-71.7,0
6,40,717,9.9,-1.6,21.4,70.6,0,1716,-3.4,-9.7,3,-57.6,0
6,41,683,9.2,-2.5,21,63,0,1643,-3.5,-10,2.9,-58.2,0
6,42,641,10.7,-1.4,22.9,68.9,0,1590,-3.9,-10.5,2.6,-62.6,0
6,43,623,11.7,-0.6,24.1,73,0,1500,-2.1,-8.8,4.6,-31.6,0
6,44,584,12.2,-0.5,25,71.5,0,1428,-2.6,-9.4,4.2,-36.9,0
6,45,555,13.8,0.6,26.9,76.5,0,1358,-2.2,-9.2,4.7,-30.5,0
6,46,528,9.9,-0.9,20.8,52.5,0,1271,-1.9,-9,5.2,-24.2,0
6,47,494,10.1,-1,21.1,49.7,0,1198,-4.1,-11.4,3.1,-49.6,0
6,48,467,13.4,2.1,24.8,62.8,0,1133,-3.5,-10.9,3.9,-39.8,0
6,49,440,14.7,3,26.4,64.7,0,1058,-3.5,-11.1,4.1,-37.2,0
6,50,412,16,4,28,65.9,0,996,-3.3,-11.1,4.4,-33.3,0
6,51,387,10.9,-1.1,22.9,42.1,0,926,-1.7,-9.8,6.4,-15.8,0
6,52,352,9.7,-2.8,22.1,34,0,865,-0.7,-9.1,7.6,-6.1,0
6,53,329,8.6,-4.1,21.4,28.4,0,802,0.9,-7.8,9.6,7.5,0
6,54,299,9.1,-4.1,22.2,27.1,0,741,1.5,-7.5,10.6,11.4,0
6,55,275,10.5,-3.2,24.2,28.9,0,673,2.5,-7,12,16.9,0
6,56,257,8.1,-5.9,22.1,20.9,0,612,0.7,-9.1,10.5,4.2,0
6,57,237,5.5,-8.9,19.9,13.1,0,564,-0.3,-10,9.5,-1.6,0
6,58,213,7.8,-7.4,22.9,16.5,0,519,-2.1,-12.3,8.1,-11.1,0
6,59,187,9.5,-6.1,25.2,17.8,0,472,-3.6,-14.1,7,-16.9,0
6,60,175,9,-6.4,24.4,15.8,0,441,-4.1,-14.9,6.6,-18.1,0
6,61,155,10.1,-6.1,26.3,15.7,0,391,-8.1,-19.1,3,-31.6,0
6,62,137,10.3,-6.8,27.3,14.1,0,356,-7.2,-18.6,4.3,-25.5,0
6,63,119,14.9,-3.2,33.1,17.8,0,317,-6.8,-18.8,5.1,-21.7,0
6,64,108,13.8,-4.8,32.5,14.9,0,277,-3.9,-16.6,8.9,-10.7,0
6,65,97,17,-2.7,36.7,16.5,0,249,-6.1,-18.9,6.6,-15.3,0
7,35,741,8.7,-2.9,20.3,64.4,0,1704,-3.1,-9.9,3.6,-53.6,0
7,36,739,9,-2.7,20.6,66.4,0,1698,-3.3,-10,3.4,-56.4,0
7,37,725,8.7,-3,20.4,62.8,0,1670,-3.6,-10.3,3.1,-60.3,0
7,38,700,9.8,-2.1,21.7,68.9,0,1620,-3.6,-10.3,3.2,-57.6,0
7,39,663,12.6,0.3,24.9,83.6,0,1560,-4.7,-11.5,2,-74,0
7,40,643,13.1,0.6,25.5,84,0,1503,-3.6,-10.5,3.3,-53.7,0
7,41,613,11.8,-0.9,24.5,72.4,0,1449,-3.5,-10.5,3.4,-51.3,0
7,42,579,13.7,0.6,26.8,79.3,0,1404,-4,-11.1,3,-56.7,0
7,43,565,14.6,1.3,27.9,82.3,0,1336,-2.5,-9.7,4.7,-33.1,0
7,44,532,15.2,1.5,28.9,80.7,0,1278,-2.8,-10.1,4.6,-35.2,0
7,45,508,16.4,2.3,30.5,83.5,0,1219,-2.1,-9.6,5.4,-25.9,0
7,46,485,12,0.5,23.5,58.2,0,1143,-1.7,-9.4,5.9,-19.7,0
7,47,454,11.5,-0.2,23.2,52.3,0,1083,-3.9,-11.6,3.8,-42.4,0
7,48,431,14.3,2.3,26.3,61.5,0,1024,-3,-10.9,4.9,-31,0
7,49,406,15.7,3.4,28.1,63.9,0,957,-2.8,-10.9,5.4,-26.5,0
7,50,384,16,3.4,28.6,61.4,0,902,-2.7,-11.1,5.6,-24.7,0
7,51,361,11,-1.6,23.6,39.8,0,840,-0.4,-9,8.3,-3.2,0
7,52,329,10.1,-2.9,23.2,33.3,0,788,0.9,-8,9.8,6.9,0
7,53,309,9.3,-4,22.6,28.6,0,733,2.6,-6.6,11.9,19.3,0
7,54,282,10.2,-3.5,24,28.9,0,678,3.2,-6.4,12.8,21.7,0
7,55,261,11.4,-2.9,25.7,29.7,0,620,3.5,-6.6,13.6,21.7,0
7,56,244,8.5,-6.1,23.1,20.7,0,562,1.8,-8.6,12.3,10.3,0
7,57,225,5.3,-9.6,20.3,12,0,518,0.5,-9.9,10.9,2.6,0
7,58,202,7.1,-8.7,22.9,14.4,0,478,-1.6,-12.5,9.2,-7.8,0
7,59,176,8.9,-7.5,25.3,15.7,0,433,-3.1,-14.4,8.1,-13.6,0
7,60,164,8.3,-7.8,24.5,13.7,0,403,-3.4,-14.9,8.1,-13.8,0
7,61,146,9.2,-7.7,26.2,13.5,0,356,-8,-19.8,3.9,-28.3,0
7,62,130,7.6,-10.2,25.4,9.9,0,324,-6.6,-18.9,5.7,-21.4,0
7,63,112,12.1,-7,31.3,13.6,0,288,-7.2,-20,5.7,-20.6,0
7,64,101,10.6,-9.2,30.4,10.8,0,251,-4.3,-18,9.5,-10.8,0
7,65,90,13.7,-7.4,34.8,12.3,0,225,-6.9,-20.6,6.8,-15.5,0
8,35,641,12.7,-0.2,25.6,81.3,0,1461,-4,-11.3,3.3,-58.7,0
8,36,641,12.7,-0.2,25.6,81.3,0,1457,-4.1,-11.4,3.2,-59.7,0
8,37,630,11.9,-1.1,24.8,74.7,0,1436,-4.4,-11.7,2.9,-63.4,0
8,38,606,13.2,0,26.4,79.8,0,1395,-4.5,-11.9,2.9,-62.7,0
8,39,573,16.4,2.7,30.1,93.9,0,1348,-5.3,-12.7,2.1,-71.5,0
8,40,557,16.8,3,30.6,93.6,0,1305,-5,-12.5,2.5,-65.2,0
8,41,535,15,1,29.1,80.3,0,1265,-4.1,-11.6,3.5,-51.3,0
8,42,507,16.6,2.1,31.1,84.3,0,1231,-4.5,-12.1,3.2,-55,0
8,43,496,17.6,2.9,32.3,87.3,0,1174,-2.8,-10.6,5,-33.3,0
8,44,473,16.6,1.6,31.6,78.5,0,1137,-2.6,-10.5,5.4,-29.1,0
8,45,453,19,3.6,34.4,85.9,0,1084,-2.1,-10.2,6,-22.9,0
8,46,433,14.6,2.2,26.9,63.1,0,1023,-2.3,-10.5,5.9,-23.4,0
8,47,404,13.7,1.1,26.3,55.3,0,971,-5,-13.3,3.3,-48.6,0
8,48,385,16.4,3.4,29.3,63,0,918,-4.1,-12.6,4.3,-38,0
8,49,364,17.6,4.3,30.8,64,0,863,-3.5,-12.2,5.3,-30,0
8,50,345,19.1,5.6,32.7,66,0,815,-4,-12.9,4.9,-32.7,0
8,51,325,13.5,0,27,43.8,0,760,-1.7,-11,7.5,-13.2,0
8,52,296,13.8,-0.2,27.9,41,0,715,-0.4,-10,9.1,-3,0
8,53,280,11.5,-2.7,25.8,32.3,0,667,1.4,-8.5,11.3,9.5,0
8,54,255,12,-2.8,26.7,30.5,0,619,1.9,-8.4,12.2,11.8,0
8,55,236,13.4,-1.9,28.7,31.6,0,564,2.8,-8.1,13.6,15.5,0
8,56,220,10.8,-4.9,26.5,23.8,0,514,1.4,-9.7,12.5,7.1,0
8,57,201,7.5,-8.7,23.7,15,0,471,-0.3,-11.5,10.8,-1.6,0
8,58,180,8.6,-8.6,25.8,15.5,0,438,-1.5,-13,10.1,-6.4,0
8,59,155,10.2,-7.7,28.1,15.8,0,395,-3.1,-15.1,9,-12.1,0
8,60,146,7.4,-10.1,24.9,10.8,0,366,-3.1,-15.4,9.2,-11.3,0
8,61,128,8.2,-10.3,26.8,10.6,0,324,-8.3,-21,4.4,-26.9,0
8,62,114,6,-13.5,25.5,6.9,0,294,-7.5,-20.7,5.7,-22,0
8,63,101,11.1,-9.5,31.8,11.3,0,259,-7.8,-21.7,6,-20.3,0
8,64,90,9.4,-12.2,30.9,8.4,0,226,-4.7,-19.6,10.1,-10.7,0
8,65,80,13.6,-9.4,36.5,10.8,0,202,-6.8,-21.6,7.9,-13.8,0
9,35,552,11.4,-3,25.7,62.7,0,1234,-5,-13.1,3,-62.3,0
9,36,552,11.4,-3,25.7,62.7,0,1230,-5.1,-13.2,2.9,-63.3,0
9,37,543,10,-4.4,24.3,54.1,0,1215,-5.1,-13.1,3,-61.4,0
9,38,524,11.7,-2.9,26.4,61.6,0,1185,-4.8,-13,3.3,-57,0
9,39,496,14.2,-0.9,29.4,70.7,0,1144,-5.7,-13.8,2.5,-64.7,0
9,40,485,14.2,-1.1,29.5,68.9,0,1112,-5,-13.3,3.2,-55.8,0
9,41,467,12.5,-3.1,28,58.2,0,1082,-4.8,-13.1,3.5,-51.8,0
9,42,444,14.3,-1.7,30.4,63.7,0,1059,-4.8,-13.2,3.6,-50.6,0
9,43,433,15.4,-0.9,31.7,66.7,0,1013,-3.9,-12.5,4.6,-39.8,0
9,44,414,14.5,-2.1,31.1,59.9,0,984,-3.2,-11.9,5.5,-31.5,0
9,45,396,17.2,0.1,34.4,68.2,0,942,-2,-10.8,6.9,-18.4,0
9,46,380,11.7,-1.8,25.1,44.3,0,895,-1.8,-10.8,7.2,-15.8,0
9,47,358,10.5,-3.1,24.2,37.7,0,849,-4.2,-13.3,4.8,-36.1,0
9,48,343,13.7,-0.3,27.7,46.9,0,810,-4.5,-13.7,4.7,-36.7,0
9,49,324,15,0.6,29.4,48.5,0,764,-3.6,-13,5.9,-27.2,0
9,50,307,16.6,1.9,31.4,51.1,0,725,-4.3,-13.9,5.4,-31.1,0
9,51,288,9.7,-5,24.3,27.9,0,675,-2.1,-12.2,8,-14.1,0
9,52,265,10.5,-4.7,25.6,27.8,0,635,-1,-11.4,9.3,-6.4,0
9,53,253,9.7,-5.6,25,24.6,0,592,1,-9.8,11.8,5.8,0
9,54,232,9.9,-5.9,25.6,22.9,0,549,1.4,-9.8,12.6,7.8,0
9,55,214,11.5,-4.9,27.9,24.6,0,500,2.5,-9.3,14.3,12.4,0
9,56,199,7.9,-8.9,24.7,15.8,0,459,0.9,-11.2,12.9,4,0
9,57,182,5.2,-12.2,22.5,9.4,0,427,-2.1,-14.1,9.8,-9.1,0
9,58,165,6.1,-12.2,24.4,10.1,0,397,-3.2,-15.6,9.2,-12.7,0
9,59,141,8.1,-11,27.2,11.4,0,357,-4.8,-17.7,8.1,-17.1,0
9,60,135,4.1,-14.5,22.6,5.5,0,334,-4.8,-18,8.3,-16.1,0
9,61,118,5.3,-14.4,25,6.3,0,296,-9.3,-22.8,4.2,-27.6,0
9,62,106,2.4,-18.2,23,2.6,0,268,-9.2,-23.3,4.9,-24.6,0
9,63,93,7.5,-14.5,29.5,7,0,237,-8.1,-22.8,6.6,-19.2,0
9,64,83,6.1,-16.8,28.9,5,0,210,-5.6,-21.3,10,-11.8,0
9,65,77,11.8,-12,35.6,9.1,0,188,-8,-23.5,7.5,-15,0
10,35,471,14.6,-1.4,30.6,68.9,0,1026,-3.2,-12.3,5.8,-33.1,0
10,36,471,14.6,-1.4,30.6,68.9,0,1022,-3.3,-12.4,5.7,-34.1,0
10,37,465,13.2,-2.8,29.1,61.2,0,1010,-3.1,-12.2,6,-31.3,0
10,38,452,15.5,-0.8,31.8,70.2,0,984,-2.8,-11.9,6.4,-27.1,0
10,39,429,19.9,3,36.8,85.3,0,952,-3.8,-13,5.3,-36.5,0
10,40,421,20,2.9,37,84.1,0,923,-2.9,-12.2,6.3,-27,0
10,41,406,19,1.7,36.4,77.3,0,903,-2.9,-12.2,6.4,-26.3,0
10,42,387,21.2,3.3,39,82,0,885,-3.4,-12.8,6,-30.1,0
10,43,378,21.9,3.9,40,83,0,850,-2,-11.6,7.5,-17.3,0
10,44,361,21.4,2.9,39.9,77.3,0,828,-1.1,-10.8,8.6,-9.1,0
10,45,347,24.4,5.4,43.4,84.7,0,797,-0.1,-10,9.8,-1,0
10,46,333,17.7,3,32.3,58.8,0,762,-0.4,-10.4,9.6,-3.2,0
10,47,316,14.9,0.1,29.8,47.2,0,726,-2.9,-13,7.2,-20.9,0
10,48,302,18.3,3.1,33.6,55.4,0,693,-3.6,-13.8,6.7,-24.8,0
10,49,287,20.4,4.8,36,58.5,0,654,-2.6,-13.1,7.9,-16.9,0
10,50,273,21.3,5.3,37.2,58.1,0,625,-2.9,-13.5,7.8,-17.8,0
10,51,255,13.3,-2.6,29.2,33.9,0,586,-0.3,-11.4,10.8,-1.8,0
10,52,237,12.2,-4.1,28.4,28.8,0,552,0.9,-10.5,12.4,5.1,0
10,53,226,12,-4.5,28.5,27.1,0,523,2,-9.7,13.8,10.7,0
10,54,205,12.4,-4.6,29.4,25.4,0,484,3.3,-9,15.5,15.9,0
10,55,190,14.8,-2.9,32.5,28.2,0,446,4.7,-8.1,17.6,21.2,0
10,56,176,10.4,-7.7,28.6,18.4,0,408,3,-10.2,16.2,12.1,0
10,57,164,7,-11.6,25.5,11.4,0,378,-0.2,-13.2,12.8,-0.7,0
10,58,149,9.8,-9.8,29.3,14.5,0,351,-1.4,-15,12.1,-5.1,0
10,59,126,11.8,-8.7,32.4,14.9,0,316,-3.2,-17.4,11,-10.1,0
10,60,122,9.1,-10.6,28.8,11.1,0,296,-2,-16.4,12.4,-5.8,0
10,61,106,10.3,-10.7,31.2,10.9,0,260,-7.4,-22.2,7.5,-19.2,0
10,62,95,8.6,-13.4,30.6,8.2,0,233,-6.6,-22.1,9,-15.3,0
10,63,84,12.6,-10.8,36,10.6,0,205,-5.3,-21.7,11.1,-10.9,0
10,64,77,9.8,-14.1,33.7,7.5,0,181,-2.5,-19.9,15,-4.5,0
10,65,71,16.3,-8.6,41.2,11.6,0,161,-6,-23.3,11.3,-9.7,0
11,35,387,17.4,-1,35.8,67.3,0,866,-3.4,-13.5,6.6,-29.7,0
11,36,387,17.4,-1,35.8,67.3,0,863,-3.7,-13.7,6.3,-31.7,0
11,37,381,15.6,-2.8,34.1,59.6,0,855,-3.8,-13.9,6.2,-32.9,0
11,38,369,19.4,0.5,38.3,71.6,0,837,-2.5,-12.6,7.6,-20.9,0
