edge_floor_pct,prob_floor_pct,window_n,window_roi_pct,window_ci_low,window_ci_high,window_abs_return,window_thin,pre_n,pre_roi_pct,pre_ci_low,pre_ci_high,pre_abs_return,pre_thin
21,41,43,82.9,-29.1,194.9,35.7,0,115,13.4,-22.4,49.2,15.4,0
21,42,42,87.3,-27.1,201.7,36.7,0,114,14.4,-21.7,50.4,16.4,0
21,43,42,87.3,-27.1,201.7,36.7,0,113,15.4,-20.9,51.7,17.4,0
21,44,40,83.3,-35.3,201.8,33.3,0,113,15.4,-20.9,51.7,17.4,0
21,45,40,83.3,-35.3,201.8,33.3,0,112,16.4,-20.2,53,18.4,0
21,46,39,29,-24.7,82.7,11.3,0,112,16.4,-20.2,53,18.4,0
21,47,39,29,-24.7,82.7,11.3,0,110,14.4,-22.3,51.1,15.8,0
21,48,38,32.4,-22.4,87.1,12.3,0,110,14.4,-22.3,51.1,15.8,0
21,49,38,32.4,-22.4,87.1,12.3,0,109,15.4,-21.5,52.4,16.8,0
21,50,38,32.4,-22.4,87.1,12.3,0,106,18.7,-19.1,56.5,19.8,0
21,51,37,35.9,-19.8,91.7,13.3,0,103,22.2,-16.6,60.9,22.8,0
21,52,37,35.9,-19.8,91.7,13.3,0,103,22.2,-16.6,60.9,22.8,0
21,53,35,43.7,-14.2,101.6,15.3,0,101,24.6,-14.8,63.9,24.8,0
21,54,34,47.9,-11.1,107,16.3,0,95,28.9,-12.3,70.1,27.4,0
21,55,32,57.2,-4.1,118.5,18.3,0,90,32,-10.9,74.8,28.8,0
21,56,30,55.2,-7.8,118.2,16.5,0,84,34.2,-9.8,78.2,28.8,0
21,57,28,54.9,-10.8,120.5,15.4,1,81,17.3,-23.3,57.8,14,0
21,58,28,54.9,-10.8,120.5,15.4,1,79,20.3,-21.1,61.6,16,0
21,59,23,42,-28.9,113,9.7,1,73,23.6,-19.5,66.7,17.2,0
21,60,22,22.8,-40.1,85.7,5,1,69,21.9,-21.1,65,15.1,0
21,61,22,22.8,-40.1,85.7,5,1,60,15.2,-29.3,59.7,9.1,0
21,62,19,26.7,-41.6,95.1,5.1,1,55,17,-29.1,63.1,9.4,0
21,63,19,26.7,-41.6,95.1,5.1,1,46,16.7,-33.5,66.9,7.7,0
21,64,16,31.6,-43.5,106.7,5.1,1,40,12.1,-42.7,66.9,4.8,0
21,65,15,40.4,-37.8,118.6,6.1,1,32,7.2,-48,62.4,2.3,0
22,35,35,110.2,-24.9,245.4,38.6,0,99,23.4,-18,64.7,23.1,0
22,36,35,110.2,-24.9,245.4,38.6,0,99,23.4,-18,64.7,23.1,0
22,37,35,110.2,-24.9,245.4,38.6,0,99,23.4,-18,64.7,23.1,0
22,38,35,110.2,-24.9,245.4,38.6,0,98,24.6,-17.1,66.3,24.1,0
22,39,35,110.2,-24.9,245.4,38.6,0,97,18.8,-21.7,59.3,18.2,0
22,40,35,110.2,-24.9,245.4,38.6,0,97,18.8,-21.7,59.3,18.2,0
22,41,35,110.2,-24.9,245.4,38.6,0,97,18.8,-21.7,59.3,18.2,0
22,42,34,116.4,-22.2,255.1,39.6,0,96,20,-20.8,60.9,19.2,0
22,43,34,116.4,-22.2,255.1,39.6,0,96,20,-20.8,60.9,19.2,0
22,44,32,113.2,-32.3,258.7,36.2,0,96,20,-20.8,60.9,19.2,0
22,45,32,113.2,-32.3,258.7,36.2,0,95,21.3,-19.9,62.5,20.2,0
22,46,31,45.9,-17.4,109.2,14.2,0,95,21.3,-19.9,62.5,20.2,0
22,47,31,45.9,-17.4,109.2,14.2,0,94,22.6,-19,64.2,21.2,0
22,48,30,50.8,-13.9,115.5,15.2,0,94,22.6,-19,64.2,21.2,0
22,49,30,50.8,-13.9,115.5,15.2,0,94,22.6,-19,64.2,21.2,0
22,50,30,50.8,-13.9,115.5,15.2,0,91,26.6,-16.1,69.3,24.2,0
22,51,29,56,-10.2,122.1,16.2,1,88,31,-12.9,74.8,27.2,0
22,52,29,56,-10.2,122.1,16.2,1,88,31,-12.9,74.8,27.2,0
22,53,28,61.5,-6.1,129.1,17.2,1,87,32.5,-11.8,76.8,28.2,0
22,54,28,61.5,-6.1,129.1,17.2,1,83,38.8,-7.1,84.8,32.2,0
22,55,26,74,3.4,144.6,19.2,1,79,41.3,-6.4,88.9,32.6,0
22,56,25,65.9,-5.7,137.5,16.5,1,75,40.8,-7.5,89,30.6,0
22,57,23,66.5,-9,141.9,15.3,1,72,22,-22.6,66.5,15.8,0
22,58,23,66.5,-9,141.9,15.3,1,71,23.7,-21.4,68.7,16.8,0
22,59,19,60.8,-20.6,142.3,11.6,1,66,25.8,-20.9,72.5,17,0
22,60,18,38.4,-34.1,110.8,6.9,1,62,24.1,-22.7,70.9,14.9,0
22,61,18,38.4,-34.1,110.8,6.9,1,56,20.3,-26.8,67.4,11.4,0
22,62,16,37.3,-40.1,114.8,6,1,51,22.8,-26.3,71.8,11.6,0
22,63,16,37.3,-40.1,114.8,6,1,44,18.1,-34.1,70.2,8,0
22,64,14,35.4,-47.9,118.6,4.9,1,38,13.4,-43.9,70.7,5.1,0
22,65,13,45.8,-41.4,133,5.9,1,31,5,-51.8,61.9,1.6,0
23,35,29,108.9,-50.2,268.1,31.6,1,85,15.6,-28.2,59.4,13.3,0
23,36,29,108.9,-50.2,268.1,31.6,1,85,15.6,-28.2,59.4,13.3,0
23,37,29,108.9,-50.2,268.1,31.6,1,85,15.6,-28.2,59.4,13.3,0
23,38,29,108.9,-50.2,268.1,31.6,1,84,17,-27.2,61.2,14.3,0
23,39,29,108.9,-50.2,268.1,31.6,1,84,17,-27.2,61.2,14.3,0
23,40,29,108.9,-50.2,268.1,31.6,1,84,17,-27.2,61.2,14.3,0
23,41,29,108.9,-50.2,268.1,31.6,1,84,17,-27.2,61.2,14.3,0
23,42,28,116.4,-47.9,280.6,32.6,1,83,18.4,-26.3,63.1,15.3,0
23,43,28,116.4,-47.9,280.6,32.6,1,83,18.4,-26.3,63.1,15.3,0
23,44,28,116.4,-47.9,280.6,32.6,1,83,18.4,-26.3,63.1,15.3,0
23,45,28,116.4,-47.9,280.6,32.6,1,82,19.9,-25.3,65,16.3,0
23,46,27,39.2,-27.2,105.7,10.6,1,82,19.9,-25.3,65,16.3,0
23,47,27,39.2,-27.2,105.7,10.6,1,81,21.3,-24.3,66.9,17.3,0
23,48,27,39.2,-27.2,105.7,10.6,1,81,21.3,-24.3,66.9,17.3,0
23,49,27,39.2,-27.2,105.7,10.6,1,81,21.3,-24.3,66.9,17.3,0
23,50,27,39.2,-27.2,105.7,10.6,1,78,26,-21.1,73.1,20.3,0
23,51,26,44.6,-23.6,112.8,11.6,1,78,26,-21.1,73.1,20.3,0
23,52,26,44.6,-23.6,112.8,11.6,1,78,26,-21.1,73.1,20.3,0
23,53,25,50.4,-19.6,120.3,12.6,1,77,27.6,-19.9,75.2,21.3,0
23,54,25,50.4,-19.6,120.3,12.6,1,73,34.6,-15.1,84.3,25.3,0
23,55,23,63.4,-10.3,137.2,14.6,1,69,37.2,-14.6,88.9,25.6,0
23,56,22,53.8,-20.8,128.4,11.8,1,66,34.3,-17.7,86.2,22.6,0
23,57,21,61.1,-15.6,137.9,12.8,1,65,23.6,-24.7,72,15.4,0
23,58,21,61.1,-15.6,137.9,12.8,1,64,25.6,-23.4,74.5,16.4,0
23,59,18,69.8,-14.3,153.9,12.6,1,60,26,-24.5,76.4,15.6,0
23,60,17,46.5,-28.4,121.5,7.9,1,56,24.1,-26.6,74.8,13.5,0
23,61,17,46.5,-28.4,121.5,7.9,1,52,15.2,-34.6,65,7.9,0
23,62,15,46.5,-34.1,127,7,1,47,17.3,-34.8,69.5,8.2,0
23,63,15,46.5,-34.1,127,7,1,40,11.2,-44.8,67.2,4.5,0
23,64,13,45.8,-41.4,133,5.9,1,34,4.8,-57.5,67.1,1.6,0
23,65,13,45.8,-41.4,133,5.9,1,27,-7,-69.2,55.1,-1.9,1
24,35,23,154.9,-41.7,351.4,35.6,1,68,28.8,-23.8,81.4,19.6,0
24,36,23,154.9,-41.7,351.4,35.6,1,68,28.8,-23.8,81.4,19.6,0
24,37,23,154.9,-41.7,351.4,35.6,1,68,28.8,-23.8,81.4,19.6,0
24,38,23,154.9,-41.7,351.4,35.6,1,67,30.7,-22.6,84,20.6,0
24,39,23,154.9,-41.7,351.4,35.6,1,67,30.7,-22.6,84,20.6,0
24,40,23,154.9,-41.7,351.4,35.6,1,67,30.7,-22.6,84,20.6,0
24,41,23,154.9,-41.7,351.4,35.6,1,67,30.7,-22.6,84,20.6,0
24,42,23,154.9,-41.7,351.4,35.6,1,66,32.7,-21.3,86.6,21.6,0
24,43,23,154.9,-41.7,351.4,35.6,1,66,32.7,-21.3,86.6,21.6,0
24,44,23,154.9,-41.7,351.4,35.6,1,66,32.7,-21.3,86.6,21.6,0
24,45,23,154.9,-41.7,351.4,35.6,1,66,32.7,-21.3,86.6,21.6,0
24,46,22,61.9,-15.2,139,13.6,1,66,32.7,-21.3,86.6,21.6,0
24,47,22,61.9,-15.2,139,13.6,1,65,34.7,-19.9,89.3,22.6,0
24,48,22,61.9,-15.2,139,13.6,1,65,34.7,-19.9,89.3,22.6,0
24,49,22,61.9,-15.2,139,13.6,1,65,34.7,-19.9,89.3,22.6,0
24,50,22,61.9,-15.2,139,13.6,1,64,36.8,-18.5,92.2,23.6,0
24,51,21,69.6,-9.7,148.9,14.6,1,64,36.8,-18.5,92.2,23.6,0
24,52,21,69.6,-9.7,148.9,14.6,1,64,36.8,-18.5,92.2,23.6,0
24,53,20,78.1,-3.4,159.6,15.6,1,63,39,-17,95,24.6,0
24,54,20,78.1,-3.4,159.6,15.6,1,60,46,-12.4,104.3,27.6,0
24,55,19,87.5,3.8,171.2,16.6,1,57,47.2,-13.3,107.8,26.9,0
24,56,18,77.1,-8.8,162.9,13.9,1,54,44.3,-16.9,105.5,23.9,0
24,57,18,77.1,-8.8,162.9,13.9,1,53,31.4,-25.4,88.3,16.7,0
24,58,18,77.1,-8.8,162.9,13.9,1,53,31.4,-25.4,88.3,16.7,0
24,59,15,90.6,-4.9,186.1,13.6,1,50,29.7,-28.5,88,14.9,0
24,60,14,63.9,-21.9,149.6,8.9,1,46,27.8,-31.3,86.9,12.8,0
24,61,14,63.9,-21.9,149.6,8.9,1,43,21.4,-36.4,79.2,9.2,0
24,62,13,53.8,-36.3,144,7,1,39,21.7,-38.6,81.9,8.5,0
24,63,13,53.8,-36.3,144,7,1,34,16.4,-47.3,80.1,5.6,0
24,64,11,54.4,-45.3,154,6,1,31,8.1,-59.3,75.4,2.5,0
24,65,11,54.4,-45.3,154,6,1,24,-4.3,-72.8,64.2,-1,1
25,35,19,175.8,-59.8,411.4,33.4,1,53,18.1,-41.5,77.8,9.6,0
25,36,19,175.8,-59.8,411.4,33.4,1,53,18.1,-41.5,77.8,9.6,0
25,37,19,175.8,-59.8,411.4,33.4,1,53,18.1,-41.5,77.8,9.6,0
25,38,19,175.8,-59.8,411.4,33.4,1,52,20.4,-40.3,81.1,10.6,0
25,39,19,175.8,-59.8,411.4,33.4,1,52,20.4,-40.3,81.1,10.6,0
25,40,19,175.8,-59.8,411.4,33.4,1,52,20.4,-40.3,81.1,10.6,0
25,41,19,175.8,-59.8,411.4,33.4,1,52,20.4,-40.3,81.1,10.6,0
25,42,19,175.8,-59.8,411.4,33.4,1,52,20.4,-40.3,81.1,10.6,0
25,43,19,175.8,-59.8,411.4,33.4,1,52,20.4,-40.3,81.1,10.6,0
25,44,19,175.8,-59.8,411.4,33.4,1,52,20.4,-40.3,81.1,10.6,0
25,45,19,175.8,-59.8,411.4,33.4,1,52,20.4,-40.3,81.1,10.6,0
25,46,18,63.3,-24.7,151.4,11.4,1,52,20.4,-40.3,81.1,10.6,0
25,47,18,63.3,-24.7,151.4,11.4,1,52,20.4,-40.3,81.1,10.6,0
25,48,18,63.3,-24.7,151.4,11.4,1,52,20.4,-40.3,81.1,10.6,0
25,49,18,63.3,-24.7,151.4,11.4,1,52,20.4,-40.3,81.1,10.6,0
25,50,18,63.3,-24.7,151.4,11.4,1,51,22.8,-38.9,84.4,11.6,0
25,51,17,72.9,-18.3,164.1,12.4,1,51,22.8,-38.9,84.4,11.6,0
25,52,17,72.9,-18.3,164.1,12.4,1,51,22.8,-38.9,84.4,11.6,0
25,53,17,72.9,-18.3,164.1,12.4,1,50,25.2,-37.5,88,12.6,0
25,54,17,72.9,-18.3,164.1,12.4,1,48,30.4,-34.5,95.4,14.6,0
25,55,16,83.7,-10.7,178.2,13.4,1,46,36.1,-31.2,103.4,16.6,0
25,56,15,71,-26.4,168.4,10.6,1,44,42.3,-27.6,112.2,18.6,0
25,57,15,71,-26.4,168.4,10.6,1,43,26.4,-37.6,90.4,11.4,0
25,58,15,71,-26.4,168.4,10.6,1,43,26.4,-37.6,90.4,11.4,0
25,59,14,83.2,-18.2,184.6,11.6,1,41,32.6,-34,99.2,13.4,0
25,60,13,53.8,-36.3,144,7,1,37,30.4,-37.8,98.6,11.3,0
25,61,13,53.8,-36.3,144,7,1,34,22.7,-44.1,89.4,7.7,0
25,62,13,53.8,-36.3,144,7,1,32,30.3,-39.8,100.4,9.7,0
25,63,13,53.8,-36.3,144,7,1,30,22.4,-47.7,92.6,6.7,0
25,64,11,54.4,-45.3,154,6,1,28,19.6,-53.7,93,5.5,1
25,65,11,54.4,-45.3,154,6,1,21,9.4,-67.3,86,2,1
26,35,18,159.7,-87.1,406.6,28.8,1,44,22.8,-44,89.6,10,0
26,36,18,159.7,-87.1,406.6,28.8,1,44,22.8,-44,89.6,10,0
26,37,18,159.7,-87.1,406.6,28.8,1,44,22.8,-44,89.6,10,0
26,38,18,159.7,-87.1,406.6,28.8,1,43,25.7,-42.5,93.8,11,0
26,39,18,159.7,-87.1,406.6,28.8,1,43,25.7,-42.5,93.8,11,0
26,40,18,159.7,-87.1,406.6,28.8,1,43,25.7,-42.5,93.8,11,0
26,41,18,159.7,-87.1,406.6,28.8,1,43,25.7,-42.5,93.8,11,0
26,42,18,159.7,-87.1,406.6,28.8,1,43,25.7,-42.5,93.8,11,0
26,43,18,159.7,-87.1,406.6,28.8,1,43,25.7,-42.5,93.8,11,0
26,44,18,159.7,-87.1,406.6,28.8,1,43,25.7,-42.5,93.8,11,0
26,45,18,159.7,-87.1,406.6,28.8,1,43,25.7,-42.5,93.8,11,0
26,46,17,39.7,-39.7,119.1,6.7,1,43,25.7,-42.5,93.8,11,0
26,47,17,39.7,-39.7,119.1,6.7,1,43,25.7,-42.5,93.8,11,0
26,48,17,39.7,-39.7,119.1,6.7,1,43,25.7,-42.5,93.8,11,0
26,49,17,39.7,-39.7,119.1,6.7,1,43,25.7,-42.5,93.8,11,0
26,50,17,39.7,-39.7,119.1,6.7,1,42,28.7,-40.8,98.2,12,0
26,51,16,48.4,-34.1,131,7.8,1,42,28.7,-40.8,98.2,12,0
26,52,16,48.4,-34.1,131,7.8,1,42,28.7,-40.8,98.2,12,0
26,53,16,48.4,-34.1,131,7.8,1,41,31.8,-39.1,102.8,13,0
26,54,16,48.4,-34.1,131,7.8,1,40,35.1,-37.3,107.5,14,0
26,55,15,58.3,-27.4,144.1,8.8,1,39,38.6,-35.4,112.6,15,0
26,56,14,42.9,-43.3,129,6,1,37,46.1,-31.2,123.4,17,0
26,57,14,42.9,-43.3,129,6,1,36,27.2,-42.6,97,9.8,0
26,58,14,42.9,-43.3,129,6,1,36,27.2,-42.6,97,9.8,0
26,59,13,53.8,-36.3,144,7,1,34,34.7,-38.5,107.9,11.8,0
26,60,13,53.8,-36.3,144,7,1,32,43.1,-33.8,120,13.8,0
26,61,13,53.8,-36.3,144,7,1,29,35.3,-40.7,111.3,10.2,1
26,62,13,53.8,-36.3,144,7,1,28,40.1,-38,118.3,11.2,1
26,63,13,53.8,-36.3,144,7,1,26,31.8,-47.1,110.6,8.3,1
26,64,11,54.4,-45.3,154,6,1,24,29.3,-54.1,112.6,7,1
26,65,11,54.4,-45.3,154,6,1,18,13.9,-72.8,100.6,2.5,1
27,35,14,196.2,-117.9,510.4,27.5,1,36,17.6,-52.7,87.9,6.3,0
27,36,14,196.2,-117.9,510.4,27.5,1,36,17.6,-52.7,87.9,6.3,0
27,37,14,196.2,-117.9,510.4,27.5,1,36,17.6,-52.7,87.9,6.3,0
27,38,14,196.2,-117.9,510.4,27.5,1,36,17.6,-52.7,87.9,6.3,0
27,39,14,196.2,-117.9,510.4,27.5,1,36,17.6,-52.7,87.9,6.3,0
27,40,14,196.2,-117.9,510.4,27.5,1,36,17.6,-52.7,87.9,6.3,0
27,41,14,196.2,-117.9,510.4,27.5,1,36,17.6,-52.7,87.9,6.3,0
27,42,14,196.2,-117.9,510.4,27.5,1,36,17.6,-52.7,87.9,6.3,0
27,43,14,196.2,-117.9,510.4,27.5,1,36,17.6,-52.7,87.9,6.3,0
27,44,14,196.2,-117.9,510.4,27.5,1,36,17.6,-52.7,87.9,6.3,0
27,45,14,196.2,-117.9,510.4,27.5,1,36,17.6,-52.7,87.9,6.3,0
27,46,13,42.1,-51,135.1,5.5,1,36,17.6,-52.7,87.9,6.3,0
27,47,13,42.1,-51,135.1,5.5,1,36,17.6,-52.7,87.9,6.3,0
27,48,13,42.1,-51,135.1,5.5,1,36,17.6,-52.7,87.9,6.3,0
27,49,13,42.1,-51,135.1,5.5,1,36,17.6,-52.7,87.9,6.3,0
27,50,13,42.1,-51,135.1,5.5,1,35,20.9,-51.1,93,7.3,0
27,51,12,53.9,-44.1,151.9,6.5,1,35,20.9,-51.1,93,7.3,0
27,52,12,53.9,-44.1,151.9,6.5,1,35,20.9,-51.1,93,7.3,0
27,53,12,53.9,-44.1,151.9,6.5,1,34,24.5,-49.3,98.3,8.3,0
27,54,12,53.9,-44.1,151.9,6.5,1,33,28.3,-47.5,104,9.3,0
27,55,12,53.9,-44.1,151.9,6.5,1,33,28.3,-47.5,104,9.3,0
27,56,12,53.9,-44.1,151.9,6.5,1,32,32.3,-45.4,110,10.3,0
27,57,12,53.9,-44.1,151.9,6.5,1,32,32.3,-45.4,110,10.3,0
27,58,12,53.9,-44.1,151.9,6.5,1,32,32.3,-45.4,110,10.3,0
27,59,11,67.9,-35.1,170.9,7.5,1,30,41.1,-40.9,123.1,12.3,0
27,60,11,67.9,-35.1,170.9,7.5,1,28,51.2,-35.5,137.9,14.3,1
27,61,11,67.9,-35.1,170.9,7.5,1,25,43.1,-43.7,130,10.8,1
27,62,11,67.9,-35.1,170.9,7.5,1,25,43.1,-43.7,130,10.8,1
27,63,11,67.9,-35.1,170.9,7.5,1,23,33.9,-54.5,122.3,7.8,1
27,64,10,54.5,-55.6,164.6,5.4,1,21,31.3,-63.2,125.8,6.6,1
27,65,10,54.5,-55.6,164.6,5.4,1,16,6.5,-90.7,103.7,1,1
28,35,9,258.6,-232.7,749.8,23.3,1,25,39.6,-52.5,131.7,9.9,1
28,36,9,258.6,-232.7,749.8,23.3,1,25,39.6,-52.5,131.7,9.9,1
28,37,9,258.6,-232.7,749.8,23.3,1,25,39.6,-52.5,131.7,9.9,1
28,38,9,258.6,-232.7,749.8,23.3,1,25,39.6,-52.5,131.7,9.9,1
28,39,9,258.6,-232.7,749.8,23.3,1,25,39.6,-52.5,131.7,9.9,1
28,40,9,258.6,-232.7,749.8,23.3,1,25,39.6,-52.5,131.7,9.9,1
28,41,9,258.6,-232.7,749.8,23.3,1,25,39.6,-52.5,131.7,9.9,1
28,42,9,258.6,-232.7,749.8,23.3,1,25,39.6,-52.5,131.7,9.9,1
28,43,9,258.6,-232.7,749.8,23.3,1,25,39.6,-52.5,131.7,9.9,1
28,44,9,258.6,-232.7,749.8,23.3,1,25,39.6,-52.5,131.7,9.9,1
28,45,9,258.6,-232.7,749.8,23.3,1,25,39.6,-52.5,131.7,9.9,1
28,46,8,15.9,-123.2,155,1.3,1,25,39.6,-52.5,131.7,9.9,1
28,47,8,15.9,-123.2,155,1.3,1,25,39.6,-52.5,131.7,9.9,1
28,48,8,15.9,-123.2,155,1.3,1,25,39.6,-52.5,131.7,9.9,1
28,49,8,15.9,-123.2,155,1.3,1,25,39.6,-52.5,131.7,9.9,1
28,50,8,15.9,-123.2,155,1.3,1,24,45.5,-49.8,140.7,10.9,1
28,51,8,15.9,-123.2,155,1.3,1,24,45.5,-49.8,140.7,10.9,1
28,52,8,15.9,-123.2,155,1.3,1,24,45.5,-49.8,140.7,10.9,1
28,53,8,15.9,-123.2,155,1.3,1,24,45.5,-49.8,140.7,10.9,1
28,54,8,15.9,-123.2,155,1.3,1,24,45.5,-49.8,140.7,10.9,1
28,55,8,15.9,-123.2,155,1.3,1,24,45.5,-49.8,140.7,10.9,1
28,56,8,15.9,-123.2,155,1.3,1,24,45.5,-49.8,140.7,10.9,1
28,57,8,15.9,-123.2,155,1.3,1,24,45.5,-49.8,140.7,10.9,1
28,58,8,15.9,-123.2,155,1.3,1,24,45.5,-49.8,140.7,10.9,1
28,59,7,32.4,-123.8,188.6,2.3,1,22,58.7,-43.6,161,12.9,1
28,60,7,32.4,-123.8,188.6,2.3,1,20,74.6,-35.7,184.8,14.9,1
28,61,7,32.4,-123.8,188.6,2.3,1,18,57.6,-50.9,166,10.4,1
28,62,7,32.4,-123.8,188.6,2.3,1,18,57.6,-50.9,166,10.4,1
28,63,7,32.4,-123.8,188.6,2.3,1,18,57.6,-50.9,166,10.4,1
28,64,7,32.4,-123.8,188.6,2.3,1,16,57.1,-61.9,176,9.1,1
28,65,7,32.4,-123.8,188.6,2.3,1,12,21.7,-103,146.4,2.6,1
29,35,7,361,-258.2,980.2,25.3,1,24,45.5,-49.8,140.7,10.9,1
29,36,7,361,-258.2,980.2,25.3,1,24,45.5,-49.8,140.7,10.9,1
29,37,7,361,-258.2,980.2,25.3,1,24,45.5,-49.8,140.7,10.9,1
29,38,7,361,-258.2,980.2,25.3,1,24,45.5,-49.8,140.7,10.9,1
29,39,7,361,-258.2,980.2,25.3,1,24,45.5,-49.8,140.7,10.9,1
29,40,7,361,-258.2,980.2,25.3,1,24,45.5,-49.8,140.7,10.9,1
29,41,7,361,-258.2,980.2,25.3,1,24,45.5,-49.8,140.7,10.9,1
29,42,7,361,-258.2,980.2,25.3,1,24,45.5,-49.8,140.7,10.9,1
29,43,7,361,-258.2,980.2,25.3,1,24,45.5,-49.8,140.7,10.9,1
29,44,7,361,-258.2,980.2,25.3,1,24,45.5,-49.8,140.7,10.9,1
29,45,7,361,-258.2,980.2,25.3,1,24,45.5,-49.8,140.7,10.9,1
29,46,6,54.5,-123.1,232.1,3.3,1,24,45.5,-49.8,140.7,10.9,1
29,47,6,54.5,-123.1,232.1,3.3,1,24,45.5,-49.8,140.7,10.9,1
29,48,6,54.5,-123.1,232.1,3.3,1,24,45.5,-49.8,140.7,10.9,1
29,49,6,54.5,-123.1,232.1,3.3,1,24,45.5,-49.8,140.7,10.9,1
29,50,6,54.5,-123.1,232.1,3.3,1,23,51.8,-46.9,150.4,11.9,1
29,51,6,54.5,-123.1,232.1,3.3,1,23,51.8,-46.9,150.4,11.9,1
29,52,6,54.5,-123.1,232.1,3.3,1,23,51.8,-46.9,150.4,11.9,1
29,53,6,54.5,-123.1,232.1,3.3,1,23,51.8,-46.9,150.4,11.9,1
29,54,6,54.5,-123.1,232.1,3.3,1,23,51.8,-46.9,150.4,11.9,1
29,55,6,54.5,-123.1,232.1,3.3,1,23,51.8,-46.9,150.4,11.9,1
29,56,6,54.5,-123.1,232.1,3.3,1,23,51.8,-46.9,150.4,11.9,1
29,57,6,54.5,-123.1,232.1,3.3,1,23,51.8,-46.9,150.4,11.9,1
29,58,6,54.5,-123.1,232.1,3.3,1,23,51.8,-46.9,150.4,11.9,1
29,59,5,85.4,-119,289.8,4.3,1,22,58.7,-43.6,161,12.9,1
29,60,5,85.4,-119,289.8,4.3,1,20,74.6,-35.7,184.8,14.9,1
29,61,5,85.4,-119,289.8,4.3,1,18,57.6,-50.9,166,10.4,1
29,62,5,85.4,-119,289.8,4.3,1,18,57.6,-50.9,166,10.4,1
29,63,5,85.4,-119,289.8,4.3,1,18,57.6,-50.9,166,10.4,1
29,64,5,85.4,-119,289.8,4.3,1,16,57.1,-61.9,176,9.1,1
29,65,5,85.4,-119,289.8,4.3,1,12,21.7,-103,146.4,2.6,1
30,35,7,361,-258.2,980.2,25.3,1,19,34.9,-70.9,140.7,6.6,1
30,36,7,361,-258.2,980.2,25.3,1,19,34.9,-70.9,140.7,6.6,1
30,37,7,361,-258.2,980.2,25.3,1,19,34.9,-70.9,140.7,6.6,1
30,38,7,361,-258.2,980.2,25.3,1,19,34.9,-70.9,140.7,6.6,1
30,39,7,361,-258.2,980.2,25.3,1,19,34.9,-70.9,140.7,6.6,1
30,40,7,361,-258.2,980.2,25.3,1,19,34.9,-70.9,140.7,6.6,1
30,41,7,361,-258.2,980.2,25.3,1,19,34.9,-70.9,140.7,6.6,1
30,42,7,361,-258.2,980.2,25.3,1,19,34.9,-70.9,140.7,6.6,1
30,43,7,361,-258.2,980.2,25.3,1,19,34.9,-70.9,140.7,6.6,1
30,44,7,361,-258.2,980.2,25.3,1,19,34.9,-70.9,140.7,6.6,1
30,45,7,361,-258.2,980.2,25.3,1,19,34.9,-70.9,140.7,6.6,1
30,46,6,54.5,-123.1,232.1,3.3,1,19,34.9,-70.9,140.7,6.6,1
30,47,6,54.5,-123.1,232.1,3.3,1,19,34.9,-70.9,140.7,6.6,1
30,48,6,54.5,-123.1,232.1,3.3,1,19,34.9,-70.9,140.7,6.6,1
30,49,6,54.5,-123.1,232.1,3.3,1,19,34.9,-70.9,140.7,6.6,1
30,50,6,54.5,-123.1,232.1,3.3,1,18,42.4,-68.3,153.1,7.6,1
30,51,6,54.5,-123.1,232.1,3.3,1,18,42.4,-68.3,153.1,7.6,1
30,52,6,54.5,-123.1,232.1,3.3,1,18,42.4,-68.3,153.1,7.6,1
30,53,6,54.5,-123.1,232.1,3.3,1,18,42.4,-68.3,153.1,7.6,1
30,54,6,54.5,-123.1,232.1,3.3,1,18,42.4,-68.3,153.1,7.6,1
30,55,6,54.5,-123.1,232.1,3.3,1,18,42.4,-68.3,153.1,7.6,1
30,56,6,54.5,-123.1,232.1,3.3,1,18,42.4,-68.3,153.1,7.6,1
30,57,6,54.5,-123.1,232.1,3.3,1,18,42.4,-68.3,153.1,7.6,1
30,58,6,54.5,-123.1,232.1,3.3,1,18,42.4,-68.3,153.1,7.6,1
30,59,5,85.4,-119,289.8,4.3,1,18,42.4,-68.3,153.1,7.6,1
30,60,5,85.4,-119,289.8,4.3,1,17,50.8,-65.4,166.9,8.6,1
30,61,5,85.4,-119,289.8,4.3,1,15,27.2,-83.5,137.9,4.1,1
30,62,5,85.4,-119,289.8,4.3,1,15,27.2,-83.5,137.9,4.1,1
30,63,5,85.4,-119,289.8,4.3,1,15,27.2,-83.5,137.9,4.1,1
30,64,5,85.4,-119,289.8,4.3,1,14,36.3,-81.1,153.7,5.1,1
30,65,5,85.4,-119,289.8,4.3,1,11,32.7,-101.8,167.3,3.6,1
